Iteration	Posterior	Likelihood	Prior	rate_log_sd	tree_length
0	-236.2862	-354.6385	118.3523	0.302209	2.064932
6	-238.5552	-357.1846	118.6294	0.1565041	1.97763
12	-237.9725	-356.0325	118.06	0.2060449	2.31672
18	-230.3874	-349.2935	118.9061	0.1828229	1.770911
24	-239.8544	-358.1014	118.247	0.301519	2.134503
30	-238.8498	-356.1568	117.307	0.1853361	2.797896
36	-236.7966	-355.0142	118.2176	0.3726474	2.107187
42	-242.4457	-361.5738	119.1281	0.9703181	0.9600501
48	-234.0331	-353.0604	119.0273	1.071133	0.9600501
54	-235.5102	-354.2551	118.7449	0.908001	1.355163
60	-237.6053	-356.4595	118.8541	0.7999697	1.354205
66	-239.277	-358.2574	118.9804	1.035879	1.042152
72	-238.538	-357.6098	119.0718	1.168619	0.7942261
78	-248.1323	-367.2798	119.1474	1.157021	0.6967831
84	-244.0113	-362.019	118.0078	1.998502	0.1862906
90	-232.4054	-351.4056	119.0002	1.365081	0.4799847
96	-234.3932	-353.4867	119.0935	1.081781	0.8755999
102	-244.8869	-362.3297	117.4428	0.603051	2.456003
108	-241.5553	-359.9721	118.4168	0.5069076	1.884686
114	-244.0182	-362.2826	118.2645	0.6592116	1.884686
120	-239.0248	-357.5721	118.5473	0.5480515	1.766462
126	-237.4489	-356.1876	118.7387	0.3314012	1.784036
132	-235.3339	-354.3832	119.0492	0.4141839	1.50099
138	-231.0145	-349.8975	118.883	0.5804585	1.50099
144	-232.2814	-351.271	118.9896	0.846767	1.204524
150	-228.662	-347.543	118.8809	0.717591	1.397842
156	-227.9734	-346.8835	118.9101	0.9634944	1.172355
162	-236.0541	-355.1555	119.1014	0.9633317	0.9945295
168	-236.3014	-355.1897	118.8884	1.089075	1.078896
174	-237.8678	-357.0223	119.1545	0.7907751	1.108486
180	-232.2967	-350.5306	118.2339	0.9086949	1.733369
186	-235.368	-353.7363	118.3683	0.738638	1.75834
192	-234.4114	-353.1823	118.7709	1.574322	0.6092859
198	-224.4343	-343.0401	118.6058	1.689286	0.3344002
204	-226.3621	-344.6995	118.3374	1.957657	0.3344002
210	-230.0668	-348.692	118.6252	1.660073	0.3249501
216	-237.1799	-355.996	118.8161	1.414724	0.2828883
222	-240.376	-359.0592	118.6832	1.650464	0.3831236
228	-237.2185	-356.0085	118.79	1.48669	0.3171918
234	-225.6686	-344.6891	119.0205	1.285126	0.6946035
240	-229.7299	-349.0103	119.2804	0.8233396	0.9545163
246	-230.6388	-349.6105	118.9716	1.394498	0.5021004
252	-234.1635	-353.2958	119.1324	1.134838	0.756558
258	-243.1228	-362.3756	119.2528	0.8048226	1.001619
264	-248.883	-368.0648	119.1818	1.109606	0.718992
270	-233.5363	-352.4701	118.9338	1.15984	0.9650072
276	-238.0152	-356.8286	118.8134	1.182339	1.061736
282	-240.1682	-359.0883	118.9201	1.293214	0.829545
288	-236.5139	-355.6928	119.1789	1.054914	0.8030938
294	-230.7243	-349.9011	119.1768	1.088892	0.7587811
300	-231.0122	-350.2004	119.1883	1.102305	0.720367
306	-236.7932	-355.8187	119.0254	1.26512	0.720367
312	-233.1689	-352.1614	118.9925	1.298081	0.720367
318	-237.4891	-356.2564	118.7673	1.395566	0.8898572
324	-232.2316	-351.162	118.9304	0.976913	1.142654
330	-240.488	-359.7573	119.2694	0.6632976	1.119954
336	-247.5391	-366.7231	119.184	1.169638	0.5833088
342	-241.5357	-360.6907	119.1551	1.158051	0.6809502
348	-234.4401	-353.4417	119.0017	1.141871	0.9115926
354	-223.844	-343.0359	119.1919	0.9655001	0.8960301
